sample_id,before,current,end,keyword,next,project,start,type
228,My goal is to create an Album full of inspirational music to help fuel the people who are fighting cancer.,"The daily fight they go through is heart breaking , some lose hope and even face it alone.",15,fight,That's why I want to make a 10 song album dedicated to helping them.,d6201bf671e707d985ae90dde22f94d0,10,battle
454,"I do have ######, but I am not near death.",I am going to beat it.,18,beat,But chemo can be energy draining,39fb51d530e424dd3e6a6417f3140177,14,battle
668,But he is keeping faith that everything will fall into place.,This fundraiser is our last resort to ask kindly that you donate whatever you are able to give to assist with purchasing his prescriptions so that he can continue and WIN his battle with cancer once and for all.,170,win,Any Questions or concerns feel free to email <LINK>,4bb992ef6c8b8082cf920842708ddeae,167,battle
236,"####################### are artfully presented gift boxes filled with hand-selected, nutritious and palatable snacks for people fighting cancer and those in remission hoping to maintain a healthy lifestyle and stay cancer-free.","###################### give caregivers, family and friends an easy way to help their loved ones, simultaneously fulfilling their own emotional need to provide practical, effective support in the fight against cancer.",200,fight,"Our smart snack options are delivered to ######### homes, or to the hospital so that they can focus on healing.",d575ab836bf385aa72fc610a0b05bebf,195,battle
1226,Those that know ##### aren't surprised at how brave and strong he has been.,He has fought hard!,13,fought,##### is now in ############# and is too weak to visit with any of his loved ones.,bbf22e4c3be6de048f69b0cdc4db6864,7,battle
1005,"He must wear a large heavy brace to protect the weakened leg, and he now uses a pediatric wheelchair and walker to move around.","###### began his long journey of chemotherapy sessions on August 11, 2017.",29,journey,He will continue chemo until his surgery in late October.,370a825d5b291de1e3eb355a588efbdd,22,journey
992,"### of the pancreas is the ###### that took ########## and more recently, ###############.   ",#### has been battling stage 4 cancer for over a year.  ,22,battling,She has undergone intense chemotherapy and currently has bi-weekly immunotherapy treatments.,df023cca01d783f819af7d31781e3d7d,14,battle
532,(TRADUCCIÓN completa en ESPAÑOL,al final del TEXTO)Let ́s fight for my brother!,31,fight,￼￼Who is Hugo?,837ac320d0b6a8c1b77754d1e18f371f,26,battle
742,She spent 3 months at ######################### recieving massive chemotherapy.,"######'s mother, #####, fights this battle with her as a single mother and her sole support.",42,battle,She has not left ######'s side once spending her nights sleeping in a chair at her bedside.,4b128a55b1938cf41345db487245ad86,36,battle
404,"Each community has its own inspiration wall, and the pictures on that wall are made up of the pictures individuals post.",The inspiration wall is one of the first things you will see when you join a community (create a profile) and it is filled with inspirational pictures and quotes from other people fighting the same thing.   ,188,fighting,The ####### side of cancer is obviously the biggest side.,843ae8d6b2a37a0c7e50f2b4430aa51d,180,battle
253,"OUR ####: In being an independent film company, we love the pure joy of cinema.",We are shooting a short film titled '############## that tells the story of a young girl who is battling leukemia.,104,battling,It showcases the bond between a father and daughter.,4fdf97a6a6a7c82e5ae6337f79dfb9f7,96,battle
921,What matters is my wife #####,"and I fully reject it, and we’re committed to fighting.  ",54,fighting,"On December 14, 2015, I had a successful extended surgery where the doctor was very aggressive in removing the tumor.",523307dd6502b071eae523227ad59c9e,46,battle
230,Me and the backers will discuss the charity event and select one we all agree is best.  ,"As my closing statement to anyone reading this I want to say , If you have a loved one or even anyone you know Fighting cancer",119,fighting,you know they need every bit of inspirational help they can get today,d6201bf671e707d985ae90dde22f94d0,111,battle
471,"Any amount over $15,000 raised will go towards printing more books, project development, website design, getting a Spanish version printed, and marketing and outreach to additional collaborating hospitals to give the books to their cancer patients.","I hope you see this as an opportunity, not an obligation, to make a child's life fighting cancer a little easier.",89,fighting,* Share this project with your friends!  YAY!,21edb4969e8a30b4f3fd16be58e39a2f,81,battle
664,They spent the first few months of their lives in the NICU undergoing multiple procedures and surgeries.,"Sadly, after a long, hard fight, they lost their precious ####### on February 10, 2017.",31,fight,"After over 100 days in the ####, they were finally able to take ##### and ####### home.",64bbef1454cfeb7ad144dca53dbc7160,26,battle
863,,"We, the ###### family, are so grateful  for all of the generosity that has enabled us to fight ###’s battle with such kindness, love and faith by all of you over the past 9 months.",107,battle,### was constantly moved to tears and humbled as the love poured in and his heart was full.,981c9e631f7e8f1f5805d878851afc7b,101,battle
546,and he can breathe on his own again.,Evan will be spending the next 6-7 month in the hospital undergoing ############ to fight this cancer.,89,fight,We will be here every step of the way...,da52c899ddf3e05b1ac76948ca6e686e,84,battle
1384,"Even though her English is not that great, she is able to speak so much kindness with her hands, her smile, her love and her amazing cooking.",So it breaks my heart to say that she is battling stomach cancer.,49,battling,"To get up to date, please see my facebook posts first here, then here and finally here .",620876fa15add85bc6d81f4ceef4b449,41,battle
227,"###### her pain first hand is what motivated me to create this idea , and it's up to you to help me bring it to life.  ",My goal is to create an Album full of inspirational music to help fuel the people who are fighting cancer.,98,fighting,"The daily fight they go through is heart breaking , some lose hope and even face it alone.",d6201bf671e707d985ae90dde22f94d0,90,battle
