donation,cond_sex,cond_metaphor,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,age
3,female,journey,1,4,6,N,OO,NB,D,25-50k,75
50,female,literal,2,6,6,N,OO,F,OO,75-100k,35
4,female,literal,0,5,6,N,Y,F,OO,OO,79
17,female,battle,1,6,6,N,N,OO,OO,75-100k,63
50,female,journey,0,6,6,OO,N,M,D,>150k,56
15,male,battle,1,6,6,Y,Y,M,M,>150k,21
39,female,battle,1,6,6,OO,N,F,<HS,25-50k,78
38,female,literal,0,3,6,N,Y,F,A,50-75k,33
36,male,journey,25,6,6,N,Y,F,<HS,>150k,49
17,female,battle,1,5,6,Y,Y,F,P,10-25k,75
10,male,literal,11,6,6,OO,Y,F,A,10-25k,79
34,female,battle,3,6,6,N,Y,F,OO,75-100k,77
25,male,battle,1,6,6,OO,OO,M,OO,50-75k,52
0,male,journey,0,6,5,OO,N,M,HS,50-75k,30
17,male,literal,17,5,6,N,Y,M,OO,75-100k,25
25,female,battle,4,5,6,N,Y,F,D,50-75k,67
25,female,battle,1,6,5,N,Y,M,A,100-150k,43
50,female,battle,13,6,3,N,Y,F,A,75-100k,69
24,female,journey,3,6,3,N,Y,M,M,100-150k,26
50,female,journey,7,6,5,N,Y,F,OO,<10k,30
25,female,battle,4,6,5,N,Y,F,<HS,100-150k,27
30,female,literal,0,6,6,N,Y,F,OO,10-25k,58
14,male,journey,1,4,6,N,N,F,A,OO,59
25,male,battle,0,5,6,N,N,F,HS,100-150k,66
50,female,battle,6,5,5,N,N,NB,HS,25-50k,67
50,female,literal,0,5,6,N,Y,M,D,100-150k,46
0,male,literal,6,6,4,N,N,M,B,<10k,53
0,male,battle,2,6,6,Y,Y,M,M,100-150k,66
31,female,literal,4,6,5,OO,Y,M,M,OO,77
11,male,battle,1,6,6,OO,N,M,OO,OO,29
43,male,literal,0,6,1,N,Y,F,OO,OO,61
20,male,journey,3,6,5,N,Y,F,B,50-75k,52
0,female,journey,6,6,6,N,Y,M,D,10-25k,70
42,male,literal,4,5,6,Y,N,M,OO,100-150k,21
27,male,literal,0,6,5,N,N,F,B,>150k,25
50,male,journey,6,3,6,N,Y,M,OO,25-50k,24
48,male,journey,1,6,6,N,N,M,M,50-75k,55
29,female,journey,0,6,6,Y,OO,F,HS,75-100k,31
16,female,battle,0,6,5,N,N,F,M,25-50k,22
0,female,literal,2,3,6,N,Y,M,P,>150k,57
22,female,journey,0,6,5,N,Y,M,A,25-50k,61
14,female,journey,21,6,6,N,N,M,HS,100-150k,76
43,female,literal,1,3,6,Y,N,M,P,100-150k,29
29,male,journey,8,5,6,N,N,F,A,>150k,43
43,female,battle,1,6,4,OO,Y,M,M,100-150k,30
37,female,journey,9,4,6,N,Y,M,<HS,50-75k,71
25,female,journey,2,6,5,N,Y,M,<HS,OO,36
7,female,literal,3,6,5,Y,Y,OO,B,100-150k,46
9,male,battle,7,6,6,N,Y,M,B,50-75k,33
25,female,journey,11,5,5,N,N,F,D,100-150k,24
32,male,journey,11,6,6,N,N,OO,P,75-100k,34
6,male,literal,2,6,6,N,OO,F,A,50-75k,18
0,male,battle,7,5,5,N,N,F,M,<10k,57
0,female,journey,1,6,5,N,N,M,HS,50-75k,42
49,male,journey,2,2,6,N,N,F,HS,25-50k,18
35,male,battle,2,6,6,OO,OO,M,M,>150k,79
10,male,battle,4,6,6,N,Y,M,B,<10k,51
27,male,battle,1,6,6,OO,N,NB,M,10-25k,57
0,female,battle,2,5,4,N,Y,F,B,10-25k,69
0,female,literal,2,2,6,N,OO,F,P,<10k,39
36,female,journey,3,4,5,N,Y,F,D,10-25k,40
50,female,battle,3,6,6,N,N,M,D,25-50k,44
39,male,battle,6,3,6,N,N,F,M,OO,18
42,male,literal,7,6,6,Y,N,F,M,OO,43
38,female,journey,2,6,5,Y,Y,F,A,<10k,72
32,female,battle,0,5,6,N,N,M,B,50-75k,24
37,female,journey,4,6,4,N,Y,M,OO,<10k,21
50,male,literal,10,6,6,OO,N,M,HS,75-100k,76
0,male,journey,7,3,6,N,Y,M,HS,<10k,51
6,female,battle,0,5,6,N,Y,NB,P,OO,60
25,male,battle,4,6,6,N,N,M,D,>150k,35
36,female,journey,2,5,6,N,Y,F,B,50-75k,24
50,female,literal,3,6,6,N,N,F,A,OO,24
50,female,journey,1,5,5,Y,N,F,<HS,100-150k,50
1,female,battle,0,5,6,N,Y,OO,D,50-75k,59
25,female,battle,2,6,5,OO,N,OO,HS,50-75k,54
50,female,literal,22,6,5,N,N,M,M,25-50k,74
37,male,journey,14,6,4,N,N,OO,HS,100-150k,18
31,female,journey,2,6,5,N,OO,M,M,75-100k,35
38,female,literal,10,6,6,Y,N,F,D,50-75k,42
15,female,battle,6,6,6,N,N,OO,M,50-75k,74
13,male,battle,1,5,6,N,N,M,M,<10k,73
8,female,journey,6,6,6,N,Y,M,M,10-25k,79
33,male,literal,4,6,6,N,OO,NB,P,25-50k,28
25,female,literal,15,5,2,Y,OO,M,D,OO,21
30,male,battle,2,6,6,OO,N,M,D,75-100k,41
24,male,literal,10,6,6,Y,N,OO,HS,<10k,65
31,male,battle,5,4,6,N,OO,F,P,50-75k,33
13,female,battle,0,6,6,OO,N,OO,A,25-50k,71
10,male,literal,13,5,5,N,N,M,A,25-50k,30
48,female,journey,1,5,6,N,Y,F,OO,100-150k,54
36,male,battle,2,6,3,N,N,F,B,75-100k,73
33,female,literal,0,5,6,N,N,F,B,>150k,29
0,male,journey,0,6,6,N,N,F,<HS,100-150k,47
27,female,battle,0,6,4,OO,N,M,M,<10k,62
16,female,battle,6,5,6,N,Y,OO,D,25-50k,42
19,male,journey,1,6,4,N,N,F,D,25-50k,53
0,male,battle,5,6,3,Y,N,F,B,10-25k,23
25,male,battle,1,5,6,N,Y,M,P,10-25k,25
33,female,literal,0,6,6,Y,N,F,OO,25-50k,49
23,female,battle,6,6,5,N,Y,OO,A,75-100k,64
19,female,journey,2,6,1,OO,Y,OO,A,25-50k,68
25,male,literal,3,6,3,N,OO,M,P,100-150k,19
43,female,literal,1,6,5,N,N,F,B,OO,62
25,female,battle,3,6,6,OO,Y,OO,HS,OO,69
0,male,journey,13,6,6,N,Y,F,B,<10k,50
0,male,journey,1,6,6,N,Y,F,<HS,25-50k,50
46,male,literal,7,6,6,N,OO,F,M,100-150k,59
20,male,literal,2,6,5,N,N,M,OO,100-150k,66
7,male,literal,5,5,6,Y,OO,F,M,100-150k,43
23,female,battle,3,5,6,N,N,F,D,OO,56
0,female,battle,8,6,4,N,Y,OO,OO,75-100k,27
6,male,battle,2,5,6,N,Y,M,M,<10k,52
6,male,journey,0,6,6,N,Y,M,OO,75-100k,26
15,female,battle,5,5,6,N,N,OO,OO,>150k,67
25,male,battle,3,5,5,N,OO,M,OO,50-75k,72
17,female,battle,8,6,6,N,N,M,HS,100-150k,50
25,male,literal,17,6,6,Y,Y,F,M,OO,77
22,male,literal,3,5,6,Y,Y,F,OO,10-25k,69
40,female,literal,3,6,6,N,Y,F,M,10-25k,32
44,male,literal,3,6,5,N,Y,F,B,10-25k,67
27,male,literal,3,5,6,OO,N,M,D,>150k,22
29,male,journey,1,6,6,N,Y,OO,P,50-75k,21
7,female,literal,4,6,5,N,Y,OO,<HS,25-50k,78
50,male,journey,7,5,5,OO,Y,M,D,25-50k,36
37,female,battle,2,5,6,N,N,OO,M,75-100k,32
0,male,battle,5,6,6,OO,N,NB,B,10-25k,62
29,female,journey,0,3,6,N,N,F,<HS,25-50k,21
20,female,journey,8,6,6,Y,OO,F,HS,>150k,76
3,female,journey,4,6,6,N,N,F,A,100-150k,45
25,male,journey,16,6,5,N,N,F,HS,>150k,59
40,male,literal,11,5,6,N,N,OO,B,75-100k,79
32,female,literal,0,5,6,N,Y,M,<HS,50-75k,23
28,female,literal,18,6,5,N,Y,F,HS,10-25k,42
44,female,battle,6,4,2,Y,Y,F,OO,OO,22
30,female,journey,10,6,6,N,Y,M,OO,75-100k,56
23,female,literal,0,5,6,Y,Y,M,OO,25-50k,66
40,male,literal,4,6,5,Y,Y,M,HS,50-75k,33
47,female,journey,0,5,6,N,Y,F,D,OO,63
23,male,journey,11,6,4,N,Y,F,D,75-100k,64
50,male,journey,17,6,5,N,N,M,<HS,25-50k,29
11,female,journey,7,5,6,N,Y,M,D,25-50k,24
21,female,journey,1,1,6,N,Y,M,B,100-150k,62
0,male,literal,0,6,5,N,Y,F,<HS,75-100k,42
18,male,battle,6,6,6,Y,Y,OO,P,OO,76
29,male,journey,7,6,6,N,N,M,B,75-100k,45
19,female,battle,3,5,4,N,OO,M,M,<10k,70
0,female,battle,6,5,6,N,N,M,M,10-25k,23
39,male,battle,0,5,5,N,OO,F,P,50-75k,37
31,male,literal,1,5,6,N,N,OO,D,>150k,75
25,male,literal,3,5,6,N,N,M,<HS,75-100k,52
13,female,literal,2,6,6,N,N,NB,<HS,10-25k,65
20,male,journey,1,5,6,OO,N,F,D,>150k,46
25,male,battle,9,6,6,N,N,F,<HS,>150k,60
15,female,battle,6,6,6,N,N,F,HS,OO,28
25,female,battle,3,6,5,N,Y,M,B,100-150k,24
17,female,journey,6,6,5,Y,Y,M,OO,>150k,42
6,female,literal,4,5,5,N,N,OO,HS,>150k,45
5,female,battle,17,6,4,N,N,F,P,25-50k,65
50,female,journey,4,6,4,Y,N,M,HS,10-25k,19
39,female,literal,5,4,5,N,Y,M,D,10-25k,61
50,male,journey,2,6,6,N,OO,F,P,75-100k,59
50,male,journey,3,6,6,Y,Y,F,OO,<10k,67
35,female,journey,9,6,6,N,N,NB,A,<10k,34
25,male,journey,6,4,4,N,Y,F,OO,OO,79
9,male,literal,1,6,1,N,N,OO,OO,50-75k,22
10,male,journey,0,6,4,N,N,NB,B,50-75k,24
25,male,journey,5,6,6,Y,N,M,HS,50-75k,28
25,female,battle,10,5,6,N,Y,F,OO,75-100k,79
2,male,literal,0,6,6,N,Y,F,<HS,>150k,57
40,female,battle,3,6,6,N,N,M,OO,OO,42
25,male,battle,7,4,6,N,OO,F,OO,25-50k,78
24,male,battle,8,5,6,N,Y,M,A,25-50k,64
35,male,battle,0,6,6,N,N,F,B,50-75k,76
37,female,journey,5,6,6,N,OO,F,M,100-150k,75
23,male,literal,1,6,6,Y,Y,OO,<HS,25-50k,61
32,male,literal,3,5,6,Y,N,M,HS,100-150k,42
0,female,battle,1,6,6,N,N,OO,A,10-25k,38
25,female,literal,4,6,2,N,N,M,M,>150k,41
9,female,journey,6,4,6,N,N,F,OO,25-50k,26
8,male,journey,1,6,5,N,Y,F,D,10-25k,33
24,male,journey,0,6,6,N,N,F,A,OO,55
50,male,battle,0,6,6,N,OO,F,HS,25-50k,33
29,female,journey,5,4,6,N,N,F,D,10-25k,27
25,male,battle,0,6,6,N,Y,M,B,10-25k,64
31,male,journey,1,6,6,N,OO,M,M,OO,30
24,female,battle,6,6,6,N,Y,M,<HS,<10k,62
8,male,literal,0,4,1,N,Y,M,HS,10-25k,35
6,male,journey,0,6,5,N,Y,F,OO,50-75k,73
44,male,battle,12,6,6,N,Y,F,A,<10k,29
33,male,literal,9,4,4,N,N,OO,<HS,OO,24
25,male,literal,1,6,6,N,N,F,<HS,<10k,68
30,female,journey,4,6,6,N,Y,F,M,OO,49
50,male,battle,8,6,6,N,Y,NB,P,75-100k,21
16,male,journey,0,6,6,Y,Y,M,HS,<10k,74
39,female,literal,4,4,5,N,Y,M,HS,OO,76
25,female,journey,5,6,5,N,N,OO,HS,75-100k,73
0,male,journey,1,5,6,N,N,F,M,75-100k,73
9,female,journey,8,6,5,N,N,M,OO,100-150k,75
18,male,battle,9,0,6,OO,Y,M,M,100-150k,21
15,female,battle,1,2,3,Y,N,OO,A,<10k,24
0,male,battle,3,6,6,Y,N,OO,<HS,50-75k,26
9,female,battle,3,5,6,N,Y,F,OO,75-100k,56
22,male,journey,4,6,6,N,Y,F,P,OO,64
0,female,literal,9,4,6,N,N,F,OO,OO,24
26,male,journey,17,4,2,N,OO,NB,A,25-50k,59
4,female,battle,1,5,6,N,Y,F,HS,25-50k,45
46,male,journey,0,6,6,N,N,F,P,100-150k,58
25,female,battle,12,6,5,Y,OO,F,A,10-25k,28
27,male,literal,10,5,6,N,N,M,B,100-150k,51
25,male,battle,1,6,6,N,Y,F,HS,<10k,41
29,male,battle,5,6,6,N,N,M,OO,50-75k,32
29,female,literal,13,6,6,N,N,F,B,100-150k,44
30,male,battle,0,5,4,N,OO,M,OO,100-150k,21
3,female,battle,1,6,5,N,N,M,OO,OO,55
11,female,journey,0,4,6,N,N,F,M,<10k,67
25,male,literal,0,6,6,N,N,F,<HS,>150k,66
2,male,journey,0,6,6,N,Y,F,A,50-75k,55
10,female,battle,9,6,5,Y,N,F,<HS,<10k,69
42,female,journey,3,6,5,N,N,NB,HS,10-25k,68
10,male,literal,0,6,6,Y,N,F,P,100-150k,26
26,female,journey,2,5,6,N,N,OO,A,>150k,44
19,female,journey,3,5,6,N,N,F,<HS,75-100k,63
3,female,literal,8,6,6,Y,Y,M,<HS,50-75k,67
36,male,battle,10,6,5,N,N,F,P,50-75k,39
25,female,literal,1,6,5,N,Y,F,HS,>150k,27
15,male,battle,11,6,5,N,Y,F,M,<10k,75
50,male,battle,0,6,6,Y,OO,F,D,>150k,57
14,male,battle,0,3,4,N,OO,F,B,100-150k,34
40,male,literal,9,6,6,N,N,M,A,75-100k,51
23,male,literal,13,6,6,N,Y,M,OO,50-75k,75
50,male,literal,4,6,6,Y,N,F,M,10-25k,49
31,female,journey,2,6,6,Y,N,OO,HS,>150k,77
25,male,journey,1,6,6,N,Y,F,M,100-150k,72
50,female,journey,0,5,5,Y,N,F,<HS,25-50k,61
0,female,literal,0,6,5,N,N,M,OO,75-100k,22
0,female,journey,6,6,5,N,N,M,<HS,OO,75
49,male,battle,4,6,5,Y,Y,M,P,100-150k,23
8,male,literal,2,4,5,N,Y,F,<HS,100-150k,73
8,female,battle,5,2,5,N,N,M,M,75-100k,20
50,male,literal,6,6,3,OO,Y,NB,<HS,<10k,76
12,female,battle,0,5,6,N,Y,F,HS,10-25k,76
0,male,battle,0,6,5,N,Y,F,B,<10k,51
37,male,literal,5,6,5,N,Y,M,HS,50-75k,74
25,male,battle,1,6,6,N,Y,F,P,>150k,65
1,male,journey,3,6,6,N,Y,M,OO,10-25k,45
25,female,battle,7,3,5,N,Y,F,B,>150k,68
12,female,battle,2,2,5,Y,Y,M,P,<10k,33
20,female,literal,6,4,6,N,N,F,P,50-75k,67
13,female,journey,1,5,6,N,Y,M,D,>150k,71
2,male,journey,0,6,6,Y,N,M,<HS,50-75k,51
42,male,literal,9,5,4,N,Y,OO,A,75-100k,33
25,male,journey,0,6,5,OO,Y,M,B,50-75k,70
25,female,battle,7,6,5,N,Y,F,A,OO,73
25,female,journey,5,5,6,OO,OO,M,M,50-75k,79
31,male,battle,1,6,6,N,Y,F,HS,100-150k,54
50,female,journey,0,6,6,Y,Y,F,D,>150k,33
25,female,literal,1,6,6,N,Y,OO,B,50-75k,74
17,male,battle,8,6,4,N,Y,M,D,>150k,44
47,female,literal,0,0,6,Y,N,F,<HS,100-150k,57
48,female,literal,3,6,6,OO,Y,F,<HS,>150k,57
50,male,journey,0,6,6,N,OO,M,M,>150k,73
31,female,literal,3,6,3,Y,N,OO,B,OO,58
35,male,literal,0,6,6,N,Y,F,<HS,<10k,48
40,female,battle,3,6,5,N,OO,OO,M,25-50k,75
50,female,journey,4,6,6,OO,N,M,P,50-75k,36
36,female,journey,7,5,6,N,N,F,HS,OO,39
18,male,literal,3,6,6,OO,N,M,HS,<10k,72
7,female,journey,9,3,6,N,N,F,HS,10-25k,78
36,female,battle,14,6,6,OO,N,M,OO,OO,59
11,female,journey,10,6,5,N,N,F,M,100-150k,24
38,male,literal,1,5,6,N,Y,F,M,>150k,29
25,female,literal,2,6,6,OO,N,F,D,75-100k,75
25,female,literal,1,6,6,Y,Y,F,D,50-75k,68
25,female,battle,0,3,5,N,Y,F,HS,OO,24
36,male,battle,0,5,5,N,Y,F,OO,>150k,73
1,female,journey,6,4,5,OO,Y,F,B,<10k,61
25,female,literal,3,6,6,N,Y,M,M,50-75k,66
26,female,journey,4,6,6,N,Y,F,<HS,<10k,45
50,female,journey,0,5,5,N,N,M,HS,75-100k,19
36,female,battle,10,6,6,OO,Y,OO,P,<10k,45
33,male,battle,5,3,6,N,N,F,D,50-75k,42
31,female,journey,1,6,5,Y,N,F,P,50-75k,48
12,male,journey,2,1,6,N,Y,M,OO,25-50k,70
50,female,literal,0,6,6,Y,N,F,<HS,50-75k,58
0,female,journey,1,6,6,N,Y,M,<HS,10-25k,79
50,male,journey,11,6,6,N,OO,M,D,10-25k,49
25,female,battle,12,5,6,N,N,M,A,25-50k,51
38,male,literal,9,6,6,Y,N,M,<HS,50-75k,51
50,female,literal,2,6,6,Y,N,OO,M,100-150k,66
3,female,journey,3,5,6,OO,Y,OO,HS,25-50k,44
9,female,literal,4,4,5,N,N,NB,A,50-75k,41
14,male,journey,0,6,5,N,Y,F,B,OO,64
7,male,battle,2,6,6,N,OO,M,M,10-25k,27
30,male,battle,0,6,6,N,N,F,D,OO,18
36,male,literal,4,6,6,N,Y,F,A,10-25k,68
47,female,battle,4,6,5,Y,OO,F,M,50-75k,31
50,female,battle,2,6,6,N,N,OO,D,>150k,23
0,female,literal,0,6,6,N,Y,F,M,>150k,23
25,male,literal,0,5,5,N,Y,M,HS,50-75k,30
40,male,battle,3,6,4,N,N,M,A,<10k,21
25,female,literal,5,6,6,N,Y,F,<HS,100-150k,59
41,female,literal,3,4,6,Y,N,F,B,50-75k,74
13,female,battle,0,6,6,N,OO,F,A,75-100k,71
29,male,literal,4,3,6,N,N,F,M,25-50k,35
36,male,battle,1,5,6,N,Y,M,M,<10k,48
36,male,journey,4,6,6,N,Y,F,HS,>150k,41
50,female,battle,0,6,3,OO,Y,F,HS,75-100k,78
0,male,literal,2,5,4,N,Y,F,HS,25-50k,38
39,male,battle,5,6,6,N,N,M,HS,75-100k,28
31,female,journey,1,6,5,Y,N,F,<HS,10-25k,34
40,male,battle,4,3,5,N,Y,NB,B,OO,72
12,female,literal,0,6,6,Y,N,F,B,50-75k,37
9,male,journey,1,4,6,N,Y,F,<HS,10-25k,46
20,male,journey,0,3,3,N,N,F,HS,>150k,79
25,female,battle,1,6,6,Y,OO,M,OO,50-75k,68
20,female,literal,3,6,6,N,N,OO,D,25-50k,63
0,male,battle,0,5,6,N,OO,M,D,50-75k,60
14,male,journey,2,4,6,Y,Y,F,M,OO,36
14,female,battle,3,6,5,N,Y,F,D,>150k,25
32,male,journey,1,6,6,N,Y,F,HS,25-50k,35
35,male,battle,0,6,5,N,N,F,OO,10-25k,42
38,female,battle,6,6,6,N,Y,F,D,<10k,77
5,female,battle,1,6,6,N,N,M,A,100-150k,63
0,female,literal,1,5,6,N,Y,M,M,100-150k,57
10,female,literal,3,5,6,N,N,M,<HS,>150k,28
40,male,battle,6,6,6,N,N,M,<HS,OO,23
0,male,battle,2,3,5,N,N,F,B,50-75k,60
34,male,battle,1,5,5,N,N,F,HS,10-25k,31
0,male,battle,3,6,4,N,N,M,OO,10-25k,70
19,male,literal,1,6,4,N,N,F,D,75-100k,78
2,male,journey,4,6,6,N,Y,OO,M,10-25k,44
5,female,journey,7,5,6,N,Y,OO,M,75-100k,46
36,male,journey,14,6,6,N,N,M,B,>150k,23
25,male,literal,8,5,6,N,N,M,HS,>150k,79
37,female,journey,8,6,6,N,Y,OO,HS,50-75k,34
25,female,journey,0,6,6,N,Y,F,P,25-50k,31
25,female,literal,1,6,6,OO,N,M,A,100-150k,69
32,male,literal,8,5,6,N,N,NB,<HS,50-75k,47
0,male,journey,4,6,6,Y,Y,F,HS,OO,58
46,male,battle,0,6,6,Y,Y,NB,B,>150k,44
25,female,literal,17,6,6,N,Y,OO,B,>150k,58
37,male,literal,1,6,6,Y,OO,F,<HS,50-75k,20
32,female,journey,11,4,6,N,Y,F,A,10-25k,41
14,male,journey,2,5,6,N,N,M,OO,OO,60
20,female,literal,1,4,6,Y,Y,M,OO,50-75k,40
25,male,literal,5,5,4,N,N,M,HS,25-50k,60
9,female,battle,3,6,6,OO,N,F,M,100-150k,44
25,female,journey,1,6,6,Y,N,NB,M,OO,44
16,female,literal,6,6,6,N,N,M,P,50-75k,35
11,female,battle,3,6,6,Y,N,F,A,>150k,45
50,male,journey,14,5,6,OO,Y,M,P,75-100k,19
50,female,battle,10,6,5,OO,N,M,<HS,75-100k,58
28,male,journey,0,6,6,N,N,F,D,10-25k,24
0,female,journey,5,6,5,N,N,F,B,75-100k,48
44,female,literal,4,4,6,N,Y,M,B,OO,61
39,male,battle,1,6,6,OO,Y,F,D,<10k,70
4,female,battle,2,6,6,N,Y,F,A,75-100k,65
13,male,journey,6,6,6,N,N,M,B,50-75k,28
0,male,journey,1,6,6,N,N,F,P,>150k,65
6,male,battle,1,6,6,N,OO,F,B,<10k,75
50,female,battle,7,5,6,Y,OO,NB,B,OO,42
15,female,journey,11,6,5,N,N,F,<HS,>150k,60
50,female,literal,4,5,5,Y,N,M,B,50-75k,40
8,male,literal,0,6,4,N,Y,F,M,>150k,39
40,male,battle,3,5,4,Y,Y,M,D,<10k,44
2,male,literal,2,5,5,N,N,M,P,50-75k,46
25,male,battle,1,5,6,N,Y,NB,P,<10k,66
16,female,battle,1,6,5,N,N,F,B,<10k,70
3,male,literal,3,5,6,N,N,NB,OO,OO,49
50,male,journey,5,5,4,Y,N,F,P,10-25k,25
0,female,journey,8,3,6,N,Y,F,HS,10-25k,59
11,female,journey,3,6,4,OO,N,OO,B,25-50k,26
0,female,literal,13,5,6,Y,Y,F,HS,>150k,64
13,male,literal,0,6,6,N,N,M,A,<10k,27
11,male,journey,1,6,6,N,Y,M,P,<10k,27
50,male,literal,8,6,5,N,OO,M,HS,50-75k,37
0,male,literal,11,6,5,N,N,OO,B,>150k,65
30,female,journey,3,5,6,N,N,F,B,75-100k,46
18,male,literal,3,6,3,Y,Y,F,A,50-75k,25
25,male,journey,2,6,6,N,Y,F,D,10-25k,38
7,female,journey,0,3,6,N,N,M,<HS,25-50k,46
0,female,literal,1,6,6,OO,Y,M,<HS,25-50k,65
16,male,literal,3,6,6,Y,Y,F,D,10-25k,48
35,female,literal,0,4,3,N,N,M,OO,OO,22
25,male,journey,2,6,4,N,N,M,HS,100-150k,41
19,female,journey,8,6,6,N,Y,M,HS,25-50k,20
23,male,literal,8,6,5,N,N,M,P,>150k,69
50,male,literal,0,3,5,N,Y,M,P,<10k,56
38,female,literal,0,4,5,N,N,F,A,75-100k,20
38,female,literal,4,5,6,N,Y,M,D,OO,21
14,female,journey,4,4,6,OO,N,M,P,100-150k,29
5,female,journey,0,6,6,N,N,M,HS,10-25k,46
35,female,journey,1,6,5,Y,Y,F,A,<10k,40
32,female,literal,1,5,4,Y,Y,M,M,>150k,78
29,male,journey,0,4,6,N,N,M,D,<10k,75
50,female,journey,3,4,6,N,N,NB,M,50-75k,26
27,female,journey,5,6,6,Y,N,M,HS,50-75k,62
33,male,journey,1,4,5,N,N,M,HS,100-150k,69
0,female,literal,4,6,6,N,OO,OO,<HS,100-150k,70
25,female,battle,0,6,6,N,N,F,D,<10k,59
8,male,battle,6,5,5,N,N,M,<HS,75-100k,49
50,male,journey,8,6,6,N,N,F,D,<10k,22
14,female,literal,10,6,6,N,Y,M,B,25-50k,41
42,female,battle,5,6,6,Y,N,M,HS,75-100k,47
40,female,battle,3,5,6,Y,OO,F,D,OO,23
11,male,battle,7,6,6,N,N,M,<HS,25-50k,45
6,male,battle,1,6,5,N,Y,OO,P,10-25k,52
50,female,battle,1,5,4,N,N,OO,M,>150k,40
50,male,journey,1,5,6,N,N,F,OO,<10k,45
27,female,journey,0,5,6,Y,N,M,A,100-150k,27
46,female,literal,2,5,6,Y,Y,F,A,25-50k,26
37,male,battle,0,5,4,N,N,F,<HS,100-150k,19
35,female,journey,0,6,4,Y,N,OO,<HS,OO,33
50,female,literal,4,5,4,Y,Y,F,B,100-150k,65
27,male,battle,3,6,6,OO,Y,F,B,OO,67
25,male,journey,7,6,6,N,Y,M,D,OO,33
4,male,battle,3,5,5,N,N,F,OO,OO,46
25,female,battle,2,6,5,Y,Y,F,A,>150k,36
13,male,journey,25,6,6,N,N,M,OO,>150k,42
50,female,journey,0,4,6,N,Y,F,A,50-75k,35
7,female,literal,14,5,5,N,N,OO,B,75-100k,50
27,female,literal,2,6,6,N,OO,M,M,OO,41
5,male,journey,16,6,6,OO,N,F,D,100-150k,63
37,female,literal,3,6,6,Y,Y,M,<HS,>150k,50
31,male,journey,3,4,5,N,N,F,M,75-100k,19
42,female,journey,15,5,6,OO,Y,M,<HS,100-150k,27
32,female,journey,0,6,6,N,OO,F,P,OO,31
25,female,literal,11,4,6,N,Y,M,OO,50-75k,76
47,male,literal,2,6,6,N,N,F,M,OO,67
25,female,literal,5,6,6,N,N,F,D,100-150k,22
48,female,battle,0,6,6,Y,N,F,OO,50-75k,69
0,female,journey,4,6,6,N,N,NB,P,50-75k,23
4,female,journey,2,6,6,OO,N,M,<HS,25-50k,35
13,male,literal,0,4,6,N,N,F,D,100-150k,29
36,female,literal,1,6,5,N,Y,F,HS,10-25k,25
11,female,battle,1,5,6,N,N,M,HS,10-25k,33
43,male,journey,1,5,6,N,N,F,HS,50-75k,52
4,male,journey,4,4,4,N,N,OO,<HS,10-25k,53
25,male,literal,0,4,3,N,Y,OO,B,100-150k,77
14,male,battle,7,6,6,N,Y,M,<HS,100-150k,18
5,male,journey,21,6,6,N,Y,M,P,100-150k,64
9,male,journey,10,5,5,N,N,OO,D,50-75k,71
25,female,battle,3,6,5,N,Y,F,M,10-25k,58
43,male,battle,4,5,6,N,Y,OO,D,OO,24
25,female,battle,3,6,5,N,Y,M,M,>150k,47
18,male,journey,7,6,5,N,N,M,A,75-100k,60
50,male,journey,7,6,5,N,Y,F,OO,50-75k,45
50,female,battle,1,6,6,N,N,M,B,50-75k,40
13,female,battle,7,6,6,N,Y,F,HS,>150k,57
11,female,battle,4,6,6,N,N,M,HS,25-50k,32
42,female,battle,2,6,6,Y,N,F,P,100-150k,25
50,male,battle,0,6,6,OO,N,NB,D,100-150k,62
41,female,battle,7,3,6,Y,Y,F,OO,100-150k,48
8,male,battle,8,6,6,OO,Y,F,M,OO,51
7,female,journey,0,4,6,N,N,F,HS,75-100k,38
34,female,literal,1,6,6,N,N,M,P,50-75k,75
50,male,literal,7,6,6,Y,Y,M,P,10-25k,78
0,female,literal,3,4,6,N,N,M,<HS,75-100k,68
14,female,journey,1,6,6,N,N,F,A,50-75k,51
10,female,journey,10,6,4,N,N,F,<HS,75-100k,29
50,male,journey,1,6,6,N,Y,NB,P,100-150k,79
5,female,journey,5,5,4,N,Y,M,OO,OO,40
37,male,literal,1,6,5,N,Y,F,<HS,75-100k,33
25,female,journey,1,6,5,N,Y,F,HS,50-75k,28
20,female,battle,0,1,6,OO,N,M,P,OO,69
0,female,journey,7,6,5,Y,N,M,B,100-150k,46
35,female,literal,4,6,4,N,N,OO,OO,OO,30
3,male,literal,6,5,6,N,N,F,B,<10k,44
4,male,journey,5,6,6,OO,N,M,M,OO,47
10,female,literal,4,6,6,Y,OO,NB,HS,50-75k,45
0,female,battle,2,6,6,N,Y,F,M,<10k,28
25,male,journey,1,5,5,N,Y,M,<HS,75-100k,72
23,female,literal,9,6,6,N,N,M,B,OO,67
14,female,battle,2,6,6,N,Y,F,A,>150k,79
5,male,literal,3,6,6,N,Y,M,B,10-25k,44
0,female,literal,7,6,6,Y,N,F,P,50-75k,78
50,female,battle,7,4,6,N,N,OO,B,75-100k,26
40,male,battle,2,6,6,N,N,OO,M,75-100k,76
16,female,battle,4,4,5,N,Y,F,A,>150k,26
