RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.008181351,l0kk4wrxk0p7l316ecuy,,,,,,,,,Jennifer is battling cancer. Treatments have been tough and a friend is helping pay for some it but it is really expenisive.
0.499852867,2jhd2rzje7tblhorpo4n,,,,,,,,,She has lymphoma and is in the hospital. She needs funds to cover her treatment.
0.05574288,ubxf0z987eruewakw1s2,,,,,,,,,That jason is undergoing cancer treatment for lymphoma and will have to be getting chemo every 21 days for the next 3 to 4 months. It will be very expensive and painful for him to go through with.
0.508673088,dzlb8dgauzc9wb47qpso,,,,,,,,,Jason has recently been diagnosed with lumphoma. He is a great guy and it's unfortunate to be happening to him. His medical bills will be quite high so he can use any help he can get.
0.965866737,dr5yzu0e3r6rndrqr8sf,,,,,,,,,She was recently diagnosed. She will have pretty grueling treatment for 3-4 months.
0.695143028,ayg7k4q6vah5qcdajnln,,,,,,,,,jenipher is optimistic and self oriented. she is also determined and jovial.
0.300938017,z8vyfbrl6tehakn022ho,,,,,,,,,She has been battling lymphoma.  She could use funds to help with expenses from the battle and life. 
0.293618308,ll69xf4z2rwsn2dwejjy,,,,,,,,,Really helpful and straight in need
0.207376693,g9lxkfwa571uf07r35v2,,,,,,,,,I find this situation to be tragic for Jennifer and her family.
0.994992181,r6r9j69f9lnjterqeuwb,,,,,,,,,I would say that it is a very serious situation. I think that she would need all the help that she can get
0.30154919,uds8nltl1g3qlw4odh97,,,,,,,,,Jennifer is a cancer patient. She needs help with paying her treatment.
0.649976854,9w7pokpxoh6z9g2wc6f1,,,,,,,,,Jennifer is battling cancer at the moment. She has lymphoma which can be a deadly ailment. 
0.343267996,2c8yt82wkpk0f25eh0lk,,,,,,,,,Jennifer has lymphoma. Lymohoma is a type of cancer.
0.608646585,cah4fo6q91lu2ay1y24m,,,,,,,,,Jason has stage 2 Lymphoma and needs financial help to get him through chemotherapy.
0.691130102,oddy5495bg302rhflfbp,,,,,,,,,Jennifer has been diagnosis with stage II lymphoma and needs chemo and radiation to fight this cancer.  Her treatment is every 21 days for the next 3-4 days.  The donated money from kind people will help Jennifer with many expenses.
0.281037733,vjyz6deru76o9cpwfy6c,,,,,,,,,"Jennifer is a good soul
but she havenow bad time
im willing to help her
i think u can also hel the good girl "
0.270730145,3elq7blsowtvnj0zqya9,,,,,,,,,Jason is undergoing chemotherapies to fight Lymphoma. He needs donations for related expenses.
0.071126709,75uahdxjl3syz2yk5zvq,,,,,,,,,Jennifer is a kind person who was diagnosed with cancer and has to undergo several rounds of treatment. Her friend is raising money to help pay for her treatment costs. 
0.406826337,vlw3ebt3lur63u4w9cmk,,,,,,,,,Jennifer has to undergo chemotherapy treatment for lymphoma which is very costly. So I have decided to send her a small donation to help  pay for the treatment. 
0.169240461,gdtvnvl6x7p57htb7329,,,,,,,,,She has cancer. She is going through chemotherapy and is adjusting to the side effects.
0.048147393,n9gbbfs4kle0k7w4utt8,,,,,,,,,jason is going through a rough time in his life right now with this disease. he seems upbeat and will get through this tough time. he needs some help with expenses while he battles this disease.
0.273078994,gx5y2lj9dz4p5ddvmgaw,,,,,,,,,he was diagnosed with stage 2 lymphoma and he really needs help to enable him pay the chemotherapy expenses
0.601267532,ve5fq0n00n2leveczctk,,,,,,,,,it somewhat difficult situation
0.721728133,uke52o716o01gj0lbxht,,,,,,,,,"my friend life is in danger he had a beautiful and kind heart but his disease is not so kind please, help him to recover i think humanity is still here."
0.686351314,1kfpzbrsesqhf08mxz5z,,,,,,,,,"Jason is a young man who has lymphoma, and he's going to need chemo for the next 3-4 months. He's short on medical expenses and he needs help. "
0.799838533,khtgfgr4lc64c7jl01mq,,,,,,,,,He's a really nicr guy who needs our help. We need yo help him get money.
0.783675569,uknksuylbf363g1dv4d0,,,,,,,,,i meet my friend very happy.
0.742536327,97186fl94n2v5hggs693,,,,,,,,,Jennifer has been diagnosed with thyroid cancer. She has to undergo many treatments including chemotherapy. 
0.471080985,uysmpv2nnk36xakjx27k,,,,,,,,,Jason has  Lymphoma cancer
0.45693585,xwy6cql0nb4theyfbo53,,,,,,,,,"Jason has lymphoma. He has to undergo radiation/chemo treatments every 21 days for the next 3-4 months. He sounds like a really good guy, and his treatments are making him feel ill and are very expensive, so he needs help."
0.528421152,zkx04lpg41xy73st8vr4,,,,,,,,,Jason has cancer. It is lymphoma. He has to go through many radiation treatments. It will be a long and difficult road for Jason. 
0.676413187,z923sw5vr5e97pr4knlh,,,,,,,,,Jennifer has cancer and she needs help financially.
0.241097715,2k28dphhe6fperexqbyf,,,,,,,,,Jason is in a life battle with Lymphoma. After a complicated surgery he was diagnosed with stage 2 lymphoma and needs many treatments of chemotherapy and possibly local radiation to survive. These treatments are very expensive and he needs help covering the expenses. 
0.536780859,lg10wuv6e0qcd3gx5kq8,,,,,,,,,The guy has lymphoma.  His friend is trying to raise money for him.
0.795047499,q2x3ya6329w73qkg2cga,,,,,,,,,"According to The Sun, the network wanted Aniston so badly they buried Muddling Through by running TV movies around it to push ratings down"
0.73171333,t1x8luk561l87owv9vq2,,,,,,,,,Jennifer is suffering from a condition called Lymphoma which will require series of treatments like chemotherapy for a period of three to four months. Jennifer is a fighter who is ready to travel through the rough journey and she is not willing to give up until she gets better which is why her friend seeks financial support on her behalf to help her through the tough journey to survival.
0.241154592,k8d71hd7rzur4ly7h5jv,,,,,,,,,Jason is one of many people struggling through cancer treatments. His situation is not especially noteworthy.
0.248748914,cts15halflad6p3y3t6e,,,,,,,,,I just tell about his kind heart activities towards the other peoples and explained briefly to friends to help him.
0.918982701,5f9jwn0apc5nr2bb215t,,,,,,,,,Jennifer has stage II Lymphoma. She is a great friend and needs help. 
0.744361324,tv3emqcf3e3yn9ru8t3p,,,,,,,,,She is battling stage II Lymphoma. She will have to have some rounds of chemotherapy over the next 3-4 months. She is doing well right now but needs all the help she can get.
0.916453878,2lhwq0d2v3qwft2o58lz,,,,,,,,,"she have lymphoma , and she will need a lot of chemotherapy, we can't help her for the pain, bu we  want to help her
in financial to reduce one last thing."
0.33831623,0hrms6z64kqfutxcf2ds,,,,,,,,,"She has Lymphoma, which I believe is a type of cancer. She is going through chemo and radiation therapy and is suffering from the side effects."
0.813720159,x382xr0nywz6r3648xgg,,,,,,,,,Jennifer's situation is a very distressing one. She has been diagnosed with Cancer and her treatment will be a very physically and emotionally taxing one.
0.855021598,2rtkco582jpmszkws75q,,,,,,,,,Jason was diagnosed with stage II lymphoma. His doctor said that he need chemotherapy and radiation for next three to four months. For his medical purpose I am raising money to help for his medical expenses. So please provide money for him as much as you have
0.826699709,sg0nfw04pq0sft0mcg5o,,,,,,,,,Jennifer had thyroid surgery and now chemo and radiation. She cannot work and needs help to pay the bills. 
0.376530236,dxnl7ne812ug9y4df7uf,,,,,,,,,"Jason has lymphoma and is about to undergo 21 weeks of chemotherapy. He needs money to help with the expenses of doing so. Cancer is a rough thing to go through, and any financial aid he receives will be appreciated. I know, I've gone through chemo also."
0.486989098,oysjp9ul37w8hy6zw06b,,,,,,,,,"Jennifer, a nice person with lots of good qualities, has a degenerative disease that threatens her livelihood. She is undergoing chemo therapy, which is hopefully working. "
0.755183848,2fgx0e179atm1f3892wu,,,,,,,,,Jennifer has cancer. She will need long term treatment and will face many hardships during that treatment.
0.410108381,r84b4wcgo9r3yqyxaks5,,,,,,,,,Jennifer has lymphoma and has begun chemotherapy.  Her friend is raising money to help with cancer related expenses.
0.936163692,buy52ee2v4p2wym8m0dd,,,,,,,,,"She is a good friend trying to help her friend like that. Having a friend with Cancer is so hard and painful to watch, Best of luck to her friend. "
0.411691886,22jptspxr5fkq1hv3bk1,,,,,,,,,Dude has cancer. Needs all the help he can get :(
0.00022005,eb8meu7psrmosego3fmy,,,,,,,,,she is brave girl and kind hearted to her friend and everyone like her so much
0.025620877,gl1fqrkeve8um06yu1tr,,,,,,,,,Jennifer has cancer and is going through aggressive radiation treatment.
0.048823402,vg08oy8dutwxhy6ahqqp,,,,,,,,,Jason is undergoing treatment for Cancer. I'm sure that it is very difficult and that he is finding much of it uncomfortable. The treatment he is receiving causes major side effects and makes life so difficult. Jason is going through a very hard time in his life.
0.594743473,20j2xzp5plj1frwlhyyz,,,,,,,,,Jason was diagnosed with Lymphoma and will be on a difficult journey to recovery. He will undergo expensive and draining treatment but it is hopeful that he will be fully recover.
0.3355809,beq6l01g8gu6v18sdrtu,,,,,,,,,Jennifer has thyroid cancer. There is a funding drive to help with expenses
0.369153275,fd6yu3qy5bqw84ut14xg,,,,,,,,,Jennifer is currently dealing with stage two lymphoma. She needs help to pay for all of her medical bills.
0.702328146,482y25n4dnh1n0m439s4,,,,,,,,,Somebody has cancer. Its very sad . of all the diseases I think cancer is the worst
0.503828903,429wzyjbn0bysdd6abq2,,,,,,,,,Jennifer has been diagnosed with stage two lymphoma. She will now undergo chemotherapy as treatment. Her friend is collecting money to pay for the expenses. 
0.831916433,50mrfv7fx4wpa8en8anf,,,,,,,,,"Jennifer has Lymphoma. She has a heart of gold, but she's suffering."
0.440913204,7gn8w6lw79qjlql7sjv4,,,,,,,,,"An individual who had a serious illness and a disease. Can't work, but struggles to pay bills and get assistance.  It's a debilitating disease. "
0.054539551,uyw07km6e8bp38622r6a,,,,,,,,,"Jennifer is a fighter, she is going thru chemo and having the side effects associated with it but is doing good. "
0.997470054,ghuoh13ygablphev96v5,,,,,,,,,so bad
0.550519021,4mcfcx6zbhn6doaa4fb1,,,,,,,,,"I know someone who is suffering from Lymphoma.He needs help to recover from this disease.So my friend,I want you to join this campaign to help him through this battle."
0.75542181,5akv05sf8v2phfbwzlvq,,,,,,,,,He seems very sick but does not want to be a burden on others. i think that shows he is humble.
0.097532691,uho3tobt32m3x90bbdy7,,,,,,,,,Jason have a very bad situation. But he is working to get better.
0.803388449,va7hekk4dmbo18g07qdt,,,,,,,,,Jason is going through a very tough time in his life.  He had surgery to remove his thyroid and now has been diagnosed with Stage 2 Lymphoma.  Jason had surgery and now must have chemo therapy every 21 days.  After his first treatment he was weak and nauseated. He may need local radiation therapy down the road.  He is beginning to become stronger and will continue to battle for his life. 
0.544310047,vx06pd75c4amdxnf617w,,,,,,,,,very icentative and fairness better
0.491117143,nxm0nebeb3hj78j6kmfb,,,,,,,,,this is a panic situation so she take a carefull decition 
0.735928523,2tdrwzjjx4j0kha9basd,,,,,,,,,"Jason has a condition that may cause life or death situation. Please help out Jason, he still has a lot to live for. "
0.466532552,zpr3ur84kmdaf7w62auc,,,,,,,,,i will the explain the position of Jennifer and ask themto help
0.428547719,eq12e5zdz7nyu0z0feow,,,,,,,,,Jennifer is recovering from cancer. She had lymphoma and this obviously affected her whole life including income. This donation is to help with life and medical costs.
0.567867501,q71wywjom98o61n178kr,,,,,,,,,the situation is somewhat critical
0.885180493,v62yv0foy5wghtjmc1k5,,,,,,,,,Jennifer is about enter the fight of her life. She has lymphoma and will need a lot of support.
0.914363375,as3lrzwvfw6u45fkg7dx,,,,,,,,,"Jason is going through difficult treatments which will hopefully heal him, but he will be financially ruined at the end of everything. "
0.230372301,aj1y79scno8cgqsp3f1v,,,,,,,,,My friends is very very honestly and again in my friends most empower religions with other peoples 
0.788145908,gal0hd6l3vmugxtuk0om,,,,,,,,,Has cancer
0.51810744,qdhb5rxd3xx856aza033,,,,,,,,,"I woman is in dire straits and truly needs help.
Possibly we could help her out? "
0.739570048,9qtkacsdtlwqupjmkyto,,,,,,,,,"good story and very nice
they live very happy"
0.82990151,lpt4qsn8ujftl9hh8moj,,,,,,,,,It is a sad situation. No one should experience what Jason is going through.
0.430127842,sllr6csv354v8zuo28bs,,,,,,,,,Is tough. Going to undergo surgery. 
0.332175872,s3xynrh3fqnyz1umfjab,,,,,,,,,Jennifer has cancer. Jennifer's friend started a crowdfunding campaign to help Jennifer offset expenses.
0.694213668,nww6cws9oad9nzdu6ou5,,,,,,,,,I get the solution from my friend for the situation.
0.60834063,x5dslk25k36fccq0sm59,,,,,,,,,he has had thyroid surgery and was diagnosed with stage 2 lymphoma. He has to undergo chemo treatments for the next few months.He's optimistic and could use some help with expenses.
